0	1	2	3	4
-0.5397750331437796	0.14275238702245302	0.49003722597541166	0.412134327188386	0.5275163344440843
-0.9073342328582781	0.3966749482054372	-0.09215978263295405	0.09758460818274682	0.037113259902089246
-0.6857278922233082	-0.01591121078847935	0.27884726439935753	0.6036554259192868	0.2955814965342429
-0.9129277417735956	0.24497792077277988	-0.16359536863504923	0.28217770325401836	0.012690775447477362
-0.34960693082673183	0.008208837187310799	-0.4358369506669018	-0.6838815049243272	-0.4691053704294583
-0.24495647739142867	-0.14934961243666448	-0.4444190450779858	-0.6252010464381892	-0.5738522295448237
0.11097489462948695	-0.7028729930004008	-0.37553420586996367	0.41561075056562646	-0.4241413593467691
-0.06540255703164763	-0.3131566091328001	0.15171612972820234	0.02591718001668421	-0.9348614653789334
-0.9159363236253703	0.35251627884493936	-0.04235407576307296	0.16950677851898927	0.07916128166804899
0.08656013764335091	0.8577797694145103	0.03791324440860761	-0.4196859655052924	-0.28133162995059313
-0.10345756008884482	-0.092501568687315	0.9128969059198828	0.1930017811327787	-0.33182758277805713
-0.23696388783866343	0.6652857573632898	0.5352027043822783	-0.446805562524027	0.12314963024476651
0.5398349936537044	0.2717624392562822	0.7388241168831408	-0.2285184891083489	-0.19141990670738862
-0.9192672451240186	0.3621373464409307	-0.06309727917135585	0.1391232596506119	0.021626981763050706
-0.8962898876514253	0.40520031225889147	-0.05204240805139555	0.12302938091046095	0.12096488513652683
-0.8934614412950133	0.41821003807286966	-0.02480945348984576	0.1084053344486376	0.12024887298740282
0.2535944796290248	0.44815607853167244	0.4863051030842224	-0.6730910587932097	-0.21284205990282407
0.20949939530669265	-0.7490248163451169	-0.16451534911131205	0.5093404874274439	-0.3295129673309553
0.38201367483445375	-0.01713249747836865	0.7830750235143641	0.13177589886991942	0.47244116014021564
0.406384585139514	-0.6028008700350104	-0.20479947785636096	-0.2294150698041444	-0.6139288066726801
-0.5459764092895928	-0.3764992053145669	-0.31355350164748785	0.5532553582684363	-0.39465278289732814
-0.8905439639606519	0.4257885353752432	-0.03867272763541057	0.09976756928926786	0.119106774163364
-0.4413964973549984	-0.44631216823811865	-0.4623117863110082	0.491110939392342	-0.3886546513968721
-0.1854468259874698	-0.4832415096023345	0.3902824422328496	0.7453520554690399	-0.1556182727743423
0.268292331279049	0.8128464051874402	0.27603137258017624	-0.3584284383944631	-0.2502712177864627
0.30223993949799366	0.1900683908507309	0.6639231380444195	-0.4512048999631093	-0.4776455074531677
-0.39807844304280154	0.11940960347178609	-0.34369526762747415	-0.7567249184705211	-0.36948052798434694
0.4737831298876886	0.34489124491184564	0.7173292022236978	-0.012456183921117595	0.3766473604530098
-0.8549916533403571	-0.01629598557044108	-0.2547735626230945	0.42855393238419887	-0.1419706744330894
0.602305404760601	-0.11848729520579633	0.5975680659825172	-0.5121310715224403	-0.06183148364849378
0.5942444500857494	-0.013738937510773536	0.5580427452309509	-0.4575530301824939	-0.3548496783206687
-0.6113944141309218	-0.43468074851531147	0.0243323955518866	0.606987597521757	-0.26119630208168615
0.508989302974655	0.09066762027914588	-0.18438017414496832	-0.6792994855171305	-0.48709899655893824
0.6452687530557795	0.12489393440412618	0.6669529270814212	0.05172900665089878	0.34717091526700916
-0.28922348348488536	0.3791166385752278	0.850884872273024	-0.08265792695577842	0.20440878700432896
-0.9140147890709884	0.13482311866920038	-0.15070474925681945	0.3468981857178777	-0.05787416806236954
-0.8914255125989342	0.31986736236388863	0.21437643406229137	0.230844748970734	0.061634993092162145
0.35332422870172087	0.586258597155367	0.3931342755440917	-0.5720670637295747	-0.22281733025507702
0.14571289446597246	-0.7141790406159942	-0.4632476468934466	-0.04769396379167804	-0.5018395697797148
-0.889029525229437	0.43152012699488906	-0.03506953431961289	0.09059199563842746	0.1182374786499154
-0.29742905666869207	0.3822239092939467	0.8499068165969387	-0.108926976563442	-0.1767318768418138
